source_query_id,G,bm25_minus_qwen_ndcg_at_10,actual_winner,analysis_status
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::378,-0.14,-0.3333333333333333,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::381,-0.41833333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::383,0.46833333333333327,-0.19342640361727081,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::388,0.04499999999999993,-0.13565197343244778,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::409,-0.5116666666666666,-0.46927872602275644,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::41,-0.7216666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::412,-0.23833333333333329,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::454,-0.94,-0.24630238874073,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::494,0.20166666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::502,-0.18833333333333335,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::51,-0.10499999999999998,-0.15101961822780524,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::519,0.33999999999999997,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::556,-0.5383333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::564,-0.2333333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::576,-0.10500000000000001,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::593,-0.3466666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::598,-0.255,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::60,0.17333333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::619,0.9266666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::637,0.11833333333333332,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::661,0.865,1.0,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::687,-0.17500000000000004,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::75,-0.2816666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::763,0.48166666666666663,-0.04513548686605093,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::785,0.5183333333333333,0.4441228664487979,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::79,-0.33999999999999997,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::803,-0.325,-0.0349468915343453,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::817,-0.1416666666666667,0.3903800499921017,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::82,0.185,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::822,0.053333333333333344,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::828,-0.45499999999999996,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::862,0.5933333333333334,-0.2742043445820722,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::871,0.051666666666666666,-0.0776739202396237,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::910,0.6183333333333333,0.40179981797758046,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::930,-0.20166666666666666,-0.061442547954487,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
